ID,Aboriginal,Age,Major field of study,Years of Education,Provincial Minimum Wage,Census Metropolitan Area,Part Time Job,Generation Status,Married,Industry Sectors,Occupation Major Groups,Occupation Broad Categories,Sex,Visible Minority,Wages
599827,0,22,0,14,10.75,999,0,4,0,15,12,4,0,0,14000
899703,0,42,0,9,10.75,462,0,1,0,18,25,8,1,0,15000
780357,1,57,0,9,11.0,602,0,4,1,5,30,10,0,0,47000
573815,0,27,0,14,11.25,535,0,4,1,7,1,1,1,1,44000
149568,0,52,0,16,11.25,535,0,1,1,15,23,7,0,1,37000
714178,0,22,0,9,10.75,999,1,4,1,15,12,4,0,0,3000
808028,0,37,0,16,10.75,499,1,4,1,14,13,5,0,0,50000
726241,0,32,0,9,11.25,999,0,4,1,5,30,10,1,0,5000
503312,1,32,0,9,10.75,999,0,4,1,19,27,8,1,0,10000
219434,0,67,0,16,10.75,462,0,1,1,19,17,6,1,0,90000
94896,0,17,0,12,10.75,462,1,4,0,6,8,2,1,0,2000
422482,0,27,0,16,10.45,935,0,4,1,12,6,2,1,0,34000
810233,0,32,0,16,10.45,933,1,4,1,16,17,6,0,0,18000
761208,0,32,1,16,11.25,537,0,1,1,15,88,88,1,1,29000
527686,0,52,0,12,10.75,999,1,2,1,16,6,2,0,0,28000
637969,0,42,0,14,11.25,537,0,1,1,7,22,7,0,0,31000
552132,0,42,0,16,11.25,535,0,1,1,18,8,2,0,1,13000
431622,0,42,1,16,10.75,462,0,1,1,6,7,2,1,0,62000
346010,0,22,0,16,10.45,933,1,1,0,19,14,5,1,0,1000
284373,0,47,0,9,10.75,999,1,3,1,14,23,7,0,0,14000
276685,0,37,0,14,10.7,205,0,4,0,7,6,2,0,0,38000
12998,0,47,0,12,10.75,462,0,4,1,8,15,5,0,0,65000
563987,0,52,0,13,10.75,462,0,1,1,13,19,7,1,1,36000
339709,0,47,0,14,11.25,532,1,4,1,15,16,5,0,0,33000
496067,0,42,0,14,10.75,999,1,4,1,14,16,5,0,0,4000
656509,0,27,0,16,10.75,462,0,4,1,5,2,1,0,0,59000
127975,0,32,0,16,10.75,462,0,4,1,6,5,2,0,0,87000
438636,0,47,1,17,10.45,933,0,1,1,7,7,2,1,1,37000
857504,0,42,0,16,11.25,535,0,1,1,10,5,2,1,1,34000
632656,0,32,0,12,10.75,462,0,1,1,4,26,8,1,1,33000
718150,0,37,1,18,11.25,535,0,1,1,4,7,2,1,1,69000
94285,0,32,0,16,10.75,462,0,1,1,6,20,7,0,1,14000
851226,0,52,0,13,10.45,999,0,4,0,88,3,1,0,0,37000
461906,0,37,0,12,11.2,835,1,1,1,19,17,6,0,1,11000
127974,0,32,0,13,10.75,462,0,4,0,15,6,2,0,0,20000
185789,0,42,0,16,11.2,825,0,1,1,19,16,5,1,0,79000
208516,0,32,0,18,10.75,462,0,1,1,12,5,2,0,1,47000
674589,0,42,0,14,11.25,537,0,2,0,5,88,88,0,0,48000
109509,0,57,0,12,11.25,535,0,3,0,5,8,2,0,0,32000
489063,0,32,0,12,11.25,535,0,1,1,16,17,6,1,1,17000
400561,0,52,0,15,10.45,933,0,1,1,17,3,1,1,1,120000
343893,0,27,0,14,10.7,999,0,4,1,13,8,2,0,0,19000
123536,0,27,1,16,10.45,933,0,1,1,12,18,7,1,1,61000
739430,0,52,0,12,10.45,933,0,2,1,12,2,1,0,0,130000
437949,0,62,0,12,10.75,462,0,1,1,7,30,10,1,1,20000
720820,0,22,0,14,10.75,462,0,4,0,14,16,5,0,1,15000
541946,0,32,0,16,11.2,999,0,1,1,10,21,7,0,1,48000
388406,0,22,0,13,10.75,462,0,4,1,10,5,2,1,0,9000
61656,0,27,0,18,11.25,535,0,1,1,5,10,3,1,1,28000
660024,0,22,0,9,11.25,535,1,3,0,7,20,7,1,0,1
25647,0,22,0,12,11.2,835,1,2,0,7,22,7,1,1,9000
135770,0,42,0,14,10.75,462,0,1,0,15,12,4,0,0,42000
74747,0,42,0,12,11.2,835,0,4,1,9,17,6,0,0,9000
78566,0,62,0,18,11.25,535,0,1,1,8,4,1,1,0,43000
8347,0,62,0,12,11.25,537,0,4,1,17,23,7,1,0,29000
421407,0,37,0,13,11.25,577,0,4,1,8,27,8,1,0,20000
135952,0,52,1,18,11.25,541,0,1,1,5,9,3,1,0,9000
717234,0,37,0,14,10.45,933,0,2,1,19,16,5,0,0,37000
461243,0,37,0,16,10.45,933,0,1,1,15,16,5,1,1,46000
3121,0,62,0,12,10.75,462,0,4,1,5,25,8,1,0,78000
850061,0,27,1,13,10.75,462,0,3,1,15,6,2,0,0,21000
804015,0,22,0,14,11.25,535,1,1,0,17,3,1,0,1,17000
827343,0,22,0,14,11.25,535,0,3,1,17,19,7,0,1,24000
137247,0,22,0,12,11.25,535,0,1,0,17,17,6,1,0,10000
827999,0,22,0,9,10.75,999,0,4,1,7,22,7,1,0,19000
422338,0,42,0,15,10.45,933,0,2,1,9,6,2,0,0,84000
195878,0,52,0,15,10.75,462,0,4,1,6,8,2,0,0,53000
207430,0,47,0,15,11.25,535,1,1,1,7,88,88,0,1,5000
405095,0,47,0,9,11.2,999,0,4,1,7,19,7,0,0,49000
573497,0,62,0,9,11.25,535,1,1,1,7,18,7,0,0,12000
887659,0,32,0,16,11.0,602,0,1,1,5,88,88,1,1,32000
538210,0,57,0,12,10.75,999,0,4,1,17,30,10,0,0,8000
436105,0,32,0,12,10.75,421,1,4,1,13,8,2,0,0,15000
929330,0,27,0,13,11.25,541,0,4,1,4,24,8,1,0,77000
505047,0,57,1,14,10.45,933,0,4,1,9,9,3,1,0,80000
158766,0,32,0,12,10.75,421,0,4,0,17,3,1,1,0,27000
546108,0,42,0,13,11.25,535,0,2,1,13,21,7,1,1,13000
853290,0,42,0,16,10.75,462,0,1,1,7,22,7,0,1,4000
489032,0,57,0,14,10.45,933,0,4,1,15,15,5,1,0,60000
743505,0,32,1,16,10.75,462,0,1,1,12,9,3,1,1,40000
928726,1,32,0,9,10.7,999,0,4,1,17,19,7,1,0,39000
750978,0,52,0,12,11.25,535,0,4,1,8,21,7,0,0,33000
52849,0,42,0,9,10.75,999,0,4,1,8,4,1,1,0,62000
13584,1,57,0,9,10.45,999,0,4,1,1,28,9,1,0,30000
873512,0,32,0,14,11.25,537,0,4,1,14,13,5,0,0,57000
461669,0,42,0,14,11.25,535,0,3,0,12,20,7,0,0,32000
310774,0,57,0,16,11.25,537,0,4,1,5,18,7,0,0,14000
310679,0,17,0,12,11.2,999,1,3,0,7,22,7,1,0,12000
791185,1,22,0,12,10.45,935,0,4,0,7,22,7,1,0,10000
515801,0,32,0,12,11.25,537,0,4,1,19,88,88,0,0,55000
920320,0,42,0,12,11.25,535,0,1,1,8,6,2,1,1,37000
194661,1,62,0,9,10.45,999,0,4,1,19,23,7,0,0,21000
256094,0,32,0,12,11.2,835,0,1,1,5,30,10,1,1,43000
240308,0,47,0,9,11.25,999,0,4,1,5,26,8,1,0,10000
681407,0,42,0,12,10.45,933,0,1,1,13,23,7,1,1,27000
758396,0,32,0,18,10.75,421,0,4,1,10,5,2,0,0,48000
509032,0,47,1,18,10.45,933,0,1,1,5,10,3,0,0,140000
396161,0,32,0,13,10.75,462,0,2,1,9,21,7,0,1,41000
335521,0,27,1,16,11.25,999,0,4,1,4,28,9,1,0,27000
315880,0,27,0,16,11.25,505,1,2,1,14,13,5,1,1,2000
480086,0,27,0,12,10.75,462,0,3,1,10,7,2,1,1,33000
843119,0,27,0,9,11.25,541,0,1,1,5,30,10,0,0,29000
517696,0,27,1,16,10.5,799,0,4,1,12,9,3,1,0,57000
418445,0,57,0,12,11.25,535,0,1,0,7,22,7,0,1,54000
460508,0,27,0,15,10.45,933,0,4,1,14,10,3,1,0,69000
486517,0,57,0,16,11.2,999,1,1,1,7,20,7,0,1,28000
555550,0,42,0,16,10.45,933,0,1,1,6,5,2,1,1,20000
766461,0,37,0,12,11.2,825,0,1,1,5,29,10,1,1,32000
32556,0,47,0,9,10.75,999,0,4,1,17,28,9,1,0,21000
770382,0,52,0,18,10.45,933,0,1,0,14,13,5,0,1,71000
393013,0,37,0,16,10.75,999,0,4,1,5,5,2,0,0,54000
26136,0,22,0,9,10.75,505,1,4,0,7,22,7,0,0,8000
89144,0,37,0,12,11.2,835,0,1,1,4,24,8,1,0,84000
438508,0,57,0,14,10.65,999,0,4,1,15,12,4,1,0,86000
484627,0,57,0,9,10.75,999,0,4,0,88,22,7,0,0,16000
637600,0,32,0,18,10.75,462,1,1,1,15,2,1,1,0,32000
759136,0,47,0,12,10.65,399,0,4,1,17,23,7,1,0,20000
358514,0,32,0,12,11.25,555,0,4,1,5,29,10,1,0,29000
652010,0,22,0,9,10.75,505,0,4,0,15,12,4,0,0,33000
691677,0,32,0,14,10.75,462,1,2,1,15,12,4,0,1,48000
100585,0,37,1,16,11.2,825,0,2,1,17,21,7,1,1,10000
421343,0,47,1,16,11.25,535,0,1,1,5,7,2,0,1,64000
473868,0,32,0,14,11.0,602,1,1,1,18,21,7,0,0,10000
183088,0,37,0,16,11.25,535,0,1,1,9,8,2,0,1,20000
395826,0,22,0,12,11.25,577,0,4,1,7,20,7,0,0,30000
394036,0,52,0,14,11.25,999,1,4,1,15,11,4,0,0,81000
658061,0,62,0,9,10.75,999,0,4,1,8,27,8,1,0,11000
362772,0,42,0,18,10.75,462,0,4,1,6,5,2,0,0,219632
258076,0,27,0,13,10.75,505,0,4,1,19,88,88,1,0,42000
94677,0,32,1,16,11.25,535,0,1,1,17,22,7,0,1,28000
732371,0,37,0,16,11.25,535,1,1,1,7,20,7,1,1,25000
645522,1,52,0,12,10.75,999,0,4,1,17,29,10,1,0,43000
40520,0,27,0,16,11.2,999,0,4,1,14,13,5,0,0,110000
244931,0,32,0,18,10.75,462,0,4,0,12,14,5,1,0,37000
898466,0,57,1,18,10.75,462,1,1,1,14,13,5,1,1,15000
545603,0,32,0,9,11.25,535,0,3,1,11,28,9,1,0,38000
896709,0,32,0,12,10.5,999,1,1,1,7,20,7,0,1,1
339607,0,27,0,14,10.75,999,0,4,1,17,21,7,0,0,25000
830279,1,37,0,14,10.5,799,0,4,0,15,12,4,0,0,34000
224461,0,52,0,9,11.25,535,0,1,0,10,5,2,0,1,63000
343320,0,37,0,0,11.0,999,0,1,1,15,12,4,1,1,44000
212804,0,22,0,12,11.0,602,0,3,0,7,20,7,0,1,43000
102368,0,22,0,14,11.0,602,0,3,1,15,15,5,0,0,37000
626425,0,22,0,14,11.25,505,0,4,1,15,11,4,0,0,45000
879840,0,42,0,9,10.75,999,0,4,1,6,7,2,1,0,32000
319101,0,47,0,9,10.75,999,0,4,1,6,30,10,0,0,1000
839273,0,32,0,14,11.25,535,0,2,1,12,17,6,0,1,85000
17051,0,37,0,15,11.25,535,0,1,0,13,23,7,0,1,23000
67713,0,47,0,9,11.25,999,0,1,1,5,4,1,1,0,73000
354320,0,57,0,14,11.25,505,0,4,0,13,14,5,0,0,40000
783266,0,27,0,9,11.2,835,0,4,0,15,8,2,0,0,30000
746803,0,52,0,14,11.2,999,0,4,1,3,8,2,0,0,70000
620403,0,37,0,16,11.25,535,0,4,1,14,13,5,0,0,68000
896214,0,57,0,16,10.75,462,0,1,0,14,13,5,1,1,78000
90361,0,22,0,12,11.25,535,1,2,0,7,10,3,1,1,13000
346020,0,42,0,13,10.75,499,1,4,0,14,15,5,0,0,4000
869134,0,17,0,14,10.45,999,1,4,0,6,24,8,1,0,19000
788843,0,22,0,12,10.75,462,1,1,0,7,22,7,1,1,2000
726865,0,22,0,16,10.45,933,0,4,1,10,18,7,1,0,53000
772660,0,32,0,14,11.25,505,0,4,1,17,3,1,0,0,30000
916682,0,22,0,12,11.25,999,0,4,0,7,20,7,0,0,15000
857596,0,32,0,12,10.45,999,0,4,1,2,27,8,1,0,82000
755746,0,17,0,9,10.7,999,1,4,0,13,26,8,0,0,2000
486037,0,57,0,16,10.75,462,0,4,1,14,13,5,0,0,75000
210497,0,22,0,13,11.25,535,1,1,0,17,22,7,0,1,18000
795746,0,57,0,12,10.75,421,0,4,1,4,24,8,1,0,63000
173732,0,27,0,12,10.5,999,1,4,1,16,21,7,0,0,23000
518663,0,32,0,14,11.25,541,0,2,1,12,88,88,1,0,67000
631344,0,62,0,12,10.65,999,0,4,1,17,23,7,0,0,22000
702726,0,37,0,18,10.45,933,0,1,1,9,9,3,1,1,72000
136933,0,27,0,16,10.75,462,0,1,1,5,7,2,0,0,35000
766205,0,62,0,13,10.75,421,0,4,1,15,12,4,0,0,41000
251080,0,62,0,12,11.2,835,0,4,1,19,28,9,1,0,31000
386448,0,32,1,18,10.75,462,0,4,1,12,9,3,0,0,40000
601951,0,47,0,12,10.45,933,0,1,1,7,20,7,0,0,17000
457296,0,47,0,9,10.75,462,0,4,1,7,21,7,0,0,17000
250922,0,62,0,9,11.2,825,1,4,1,7,20,7,0,0,20000
733503,0,47,0,13,10.75,999,0,4,1,4,7,2,0,0,52000
104476,0,32,0,13,10.45,933,0,3,1,7,7,2,0,0,42000
405255,0,37,0,16,11.25,505,1,4,0,88,17,6,0,0,4000
773655,0,27,0,14,10.45,933,0,4,1,16,17,6,0,0,1000
698381,0,22,0,12,11.25,999,0,3,1,12,7,2,1,0,25000
659629,0,52,1,16,11.25,535,0,1,1,12,9,3,1,1,43000
677232,0,27,0,14,11.2,825,0,4,1,6,26,8,1,0,51000
376851,0,57,0,9,11.25,577,1,4,1,7,8,2,0,0,5000
645540,0,37,0,14,10.75,462,0,4,1,15,12,4,0,0,54000
136348,0,57,0,16,11.2,999,0,1,1,14,13,5,1,0,100000
850079,0,27,0,14,10.45,933,0,4,1,8,7,2,1,0,90000
897558,0,27,0,16,11.25,535,0,4,0,7,8,2,0,0,25000
907654,1,32,0,9,11.25,999,1,4,1,4,24,8,1,0,2000
348605,0,22,0,16,10.75,462,0,4,1,8,5,2,0,0,1
726976,0,32,0,12,10.75,999,0,4,0,5,6,2,0,0,46000
683903,0,62,0,15,11.0,602,0,4,1,15,5,2,0,0,44000
61560,0,67,0,14,11.25,505,0,4,1,18,30,10,1,0,5000
264532,1,22,0,12,10.5,999,1,4,1,17,88,88,0,0,10000
840766,0,52,0,12,11.25,577,1,4,1,17,20,7,0,0,11000
43580,0,37,0,14,11.2,835,0,1,1,5,25,8,1,1,69000
333144,0,32,1,13,10.75,421,0,1,1,12,88,88,1,0,23000
228156,0,32,0,16,11.25,535,0,1,1,10,5,2,0,1,29000
886622,0,42,0,12,11.25,537,0,3,1,19,6,2,0,1,60000
65227,0,27,0,12,10.75,462,0,4,1,6,10,3,1,0,51000
333722,0,27,0,16,11.25,535,0,1,1,18,16,5,0,1,4000
685935,0,27,0,18,11.25,505,0,4,1,19,9,3,0,0,61000
115408,0,47,0,12,11.0,999,0,4,1,15,23,7,0,0,36000
345101,0,32,0,16,11.25,599,0,3,1,15,14,5,0,0,36000
888263,0,57,0,12,10.65,999,0,4,1,5,30,10,0,0,32000
55376,0,42,0,16,10.45,935,0,4,1,19,14,5,1,0,67000
660512,0,37,0,16,10.75,462,0,1,1,7,20,7,1,1,63000
916089,0,27,0,12,11.2,825,0,4,1,6,27,8,1,0,58000
540518,0,62,0,18,10.45,933,0,4,1,15,2,1,0,0,110000
132132,0,37,0,18,11.25,535,0,1,1,4,5,2,1,1,130000
651794,0,27,1,18,10.75,462,0,1,1,13,9,3,1,1,74000
559855,0,27,1,16,11.25,535,0,4,1,14,13,5,1,0,55000
688109,0,57,0,21,11.25,535,0,1,1,18,14,5,1,1,14000
457054,0,57,0,9,10.75,999,1,4,1,13,28,9,1,0,21000
149370,0,22,0,12,10.45,935,1,3,0,7,88,88,1,1,9000
842237,0,27,0,14,10.75,462,1,2,1,15,12,4,0,1,26000
660101,0,17,0,12,10.5,999,1,3,0,15,88,88,1,0,3000
436829,0,32,0,16,11.2,999,0,1,1,7,88,88,0,1,29000
144096,0,32,0,14,11.25,535,1,2,0,16,23,7,0,1,2000
459318,0,37,0,14,10.45,999,0,4,1,15,6,2,0,0,22000
523855,0,32,0,16,10.7,999,0,4,1,14,13,5,1,0,69000
589904,0,37,0,12,11.25,535,0,1,1,10,18,7,0,1,50000
673720,0,37,0,16,10.45,933,0,3,1,10,5,2,1,0,130000
460062,0,37,0,12,11.25,588,0,4,1,15,88,88,1,0,50000
163324,0,42,0,13,10.75,999,0,4,0,7,29,10,1,0,39000
119173,0,27,1,16,10.7,205,0,4,1,12,9,3,1,0,58000
743562,0,22,0,14,11.25,535,1,3,0,19,16,5,1,0,7000
794271,0,37,1,18,11.25,555,0,1,1,5,88,88,1,1,12000
35646,0,47,0,12,11.25,999,0,4,0,88,23,7,1,0,29000
885980,0,37,0,17,10.75,462,1,1,1,15,6,2,0,1,6000
856825,0,22,0,9,10.75,421,0,4,1,18,25,8,1,0,34000
252094,0,27,0,12,11.25,505,0,4,1,10,6,2,0,0,38000
697131,0,52,0,16,11.0,602,0,1,1,7,5,2,0,1,51000
853640,0,32,0,16,10.75,421,0,4,1,19,14,5,1,0,88000
903606,0,32,0,12,11.2,835,0,2,1,7,21,7,0,1,63000
242466,0,57,0,18,11.25,535,0,1,0,10,14,5,0,0,130000
469017,0,37,0,13,10.75,462,0,3,0,15,16,5,0,0,35000
849075,0,37,0,14,11.25,999,1,4,0,15,12,4,0,0,28000
460572,0,27,0,18,10.75,462,1,1,1,19,14,5,0,0,34000
642640,0,47,0,12,10.5,799,0,4,0,15,12,4,0,0,94000
432330,0,32,0,12,11.25,555,1,1,1,17,88,88,0,1,5000
713684,0,52,0,16,11.25,999,0,4,1,15,11,4,0,0,70000
564001,0,47,0,14,10.45,935,0,4,1,8,4,1,1,0,9000
413567,0,27,0,13,10.75,462,0,2,0,15,21,7,1,1,11000
298768,0,22,0,12,10.45,988,0,4,1,7,22,7,0,0,14000
636436,0,27,0,12,10.75,462,0,4,1,5,29,10,1,0,63000
639019,0,42,0,16,11.25,535,0,1,0,14,13,5,0,1,84000
202324,0,37,0,16,11.25,535,0,1,1,17,3,1,0,1,49000
496047,0,22,0,12,10.75,421,0,1,0,17,21,7,1,1,6000
555881,0,22,0,12,10.45,933,1,1,0,17,22,7,0,1,9000
236030,0,47,1,15,10.45,933,0,1,1,4,2,1,1,1,35000
588187,0,57,0,12,11.25,535,0,4,1,6,21,7,1,0,68000
52353,0,32,0,17,10.75,421,0,4,0,5,5,2,0,0,57000
610230,0,52,0,12,11.25,535,0,2,1,14,23,7,1,0,50000
875350,0,27,0,14,10.75,462,0,4,1,15,15,5,0,0,37000
111616,0,32,0,16,11.25,535,0,1,1,15,16,5,0,1,18000
256340,0,47,0,14,10.5,999,0,4,1,10,5,2,0,0,44000
4037,0,22,0,16,10.75,462,0,3,0,7,20,7,0,0,5000
31030,0,42,0,0,11.25,577,0,1,1,7,88,88,1,1,20000
462316,0,32,0,14,10.45,999,0,4,1,3,24,8,1,0,85000
405333,0,27,0,12,11.2,999,0,4,1,7,27,8,1,0,31000
131148,0,42,1,18,10.75,462,0,1,1,5,28,9,1,1,32000
148380,0,27,0,9,10.45,999,1,4,1,7,7,2,1,0,1
639924,0,37,0,17,11.25,535,0,1,1,15,11,4,0,1,130000
872075,0,37,0,9,11.25,535,0,1,1,17,19,7,1,1,16000
353528,0,32,0,14,10.45,933,0,3,1,19,6,2,0,0,40000
725004,0,52,0,9,10.75,462,0,4,0,8,27,8,0,0,19000
869704,0,22,0,12,10.45,933,0,3,0,15,17,6,1,0,6000
525699,0,52,0,15,10.45,933,1,1,1,7,20,7,0,1,16000
624765,0,37,0,12,11.25,577,0,1,0,5,30,10,0,1,50000
516769,0,52,0,13,10.75,462,0,4,1,17,19,7,1,0,46000
412257,0,22,0,12,11.25,535,1,1,0,17,22,7,0,1,5000
415058,0,32,0,16,11.25,535,0,1,0,7,3,1,1,1,23000
115816,1,27,0,12,11.2,999,0,4,1,5,26,8,1,0,19000
310877,0,47,0,18,10.75,462,0,1,1,7,18,7,0,0,25000
475030,0,42,0,13,10.75,462,0,1,1,13,21,7,1,0,34000
872588,0,47,0,14,10.45,933,0,1,1,88,5,2,0,0,75000
357389,0,52,0,14,11.25,588,0,4,0,19,15,5,0,0,59000
869049,0,42,0,18,10.45,933,0,1,1,7,22,7,1,1,27000
812248,0,37,0,12,11.25,535,0,1,0,7,22,7,1,1,72000
13171,0,37,1,14,11.25,535,0,3,1,19,6,2,1,0,59000
45946,0,57,0,14,10.5,999,0,4,1,19,2,1,1,0,33000
707574,0,27,0,12,11.2,835,0,4,1,9,9,3,1,0,55000
95,0,37,0,18,11.25,535,0,1,1,12,9,3,1,1,37000
523969,0,42,0,15,10.45,933,0,1,1,7,3,1,0,1,31000
90740,0,62,0,12,11.25,999,1,2,1,7,22,7,0,0,16000
844445,0,27,0,12,11.25,535,0,1,0,17,23,7,1,1,25000
293780,1,42,0,12,11.25,999,0,4,1,7,3,1,0,0,35000
277504,0,32,0,9,10.45,999,1,4,0,7,19,7,0,0,14000
254293,0,32,0,17,10.45,999,0,4,1,3,8,2,0,0,61000
139935,0,57,0,9,11.25,535,0,1,0,6,26,8,0,1,28000
26442,0,47,0,9,10.75,462,0,1,1,5,23,7,1,1,16000
319924,0,47,0,14,10.75,999,0,4,1,15,12,4,1,0,38000
367799,0,37,0,16,11.25,535,0,1,1,9,17,6,1,1,33000
295414,0,27,0,12,11.2,825,0,3,1,17,3,1,1,0,36000
187504,0,47,0,16,11.25,535,0,1,1,5,30,10,1,1,26000
549510,0,47,0,14,10.75,462,0,2,1,17,1,1,1,0,47000
165819,0,37,0,16,11.25,999,0,4,1,19,2,1,1,0,110000
363252,0,32,0,12,11.25,539,1,4,1,7,22,7,0,0,16000
180122,0,47,0,14,11.25,505,0,4,0,5,21,7,0,0,16000
438463,0,57,0,12,10.7,205,0,4,1,16,23,7,0,0,31000
255201,0,42,0,9,11.25,535,0,1,1,18,28,9,1,1,65000
888321,0,42,0,16,10.7,205,0,1,1,19,6,2,0,0,42000
133646,0,47,0,9,11.25,535,0,1,1,5,29,10,0,1,28000
456794,0,27,0,15,10.5,799,1,4,1,17,21,7,0,0,7000
737234,0,22,1,14,11.2,835,0,4,1,4,10,3,1,0,61000
849275,0,32,0,16,11.25,535,0,4,1,11,15,5,0,0,140000
273316,0,37,0,16,11.2,835,1,1,1,15,15,5,0,1,30000
559629,0,47,0,16,11.2,835,0,4,0,12,5,2,0,0,83000
334694,0,17,0,9,11.25,535,1,4,1,7,20,7,0,0,6000
218954,0,27,0,14,10.75,462,0,1,1,7,3,1,1,0,23000
914456,0,62,0,16,11.25,535,0,4,0,19,8,2,1,0,1
300083,0,27,1,14,11.2,825,1,4,1,4,4,1,0,0,14000
534782,0,47,0,0,11.25,535,0,2,0,19,88,88,1,1,120000
648895,0,22,0,14,10.75,462,1,2,0,17,21,7,1,1,7000
624008,0,27,0,9,11.25,555,1,4,1,17,21,7,0,0,12000
740444,0,27,0,16,10.75,462,1,4,1,16,21,7,0,0,11000
845918,0,32,0,16,10.7,999,0,1,1,10,88,88,0,1,44000
594951,0,47,0,14,11.25,535,0,1,1,13,28,9,1,1,44000
717089,0,32,0,14,11.25,999,1,4,0,14,16,5,0,0,27000
766250,0,62,0,13,10.45,933,0,1,1,13,21,7,1,1,28000
554956,0,47,0,12,10.75,462,0,1,0,17,19,7,0,1,31000
385436,0,32,0,14,10.45,935,0,4,1,7,19,7,0,0,27000
881182,0,17,0,12,10.7,205,0,4,0,7,27,8,1,0,12000
158428,0,32,0,18,11.25,535,0,1,1,13,2,1,0,1,2000
125236,1,27,0,14,10.45,999,1,4,0,7,22,7,0,0,28000
49295,0,22,0,13,10.75,505,1,4,0,7,21,7,0,0,2000
47268,0,22,0,12,11.0,999,0,4,1,2,28,9,1,0,39000
870857,0,57,1,18,10.7,205,0,2,1,15,88,88,0,0,120000
821000,0,37,0,14,10.75,462,1,1,0,15,12,4,0,1,10000
292374,0,22,0,13,11.2,825,0,4,1,18,19,7,0,0,13000
846940,0,37,0,13,10.75,462,0,4,1,7,3,1,0,0,32000
72405,0,27,0,9,11.25,999,0,4,1,13,21,7,1,0,4000
882303,0,32,0,15,10.75,462,0,3,0,14,6,2,0,0,19000
188282,0,47,0,13,11.25,999,0,1,1,17,4,1,1,0,53000
581940,0,52,0,12,10.7,999,0,4,1,7,3,1,0,0,34000
863108,0,32,0,16,11.25,535,0,3,1,19,11,4,0,0,85000
928604,0,22,0,12,10.7,205,0,4,0,18,21,7,0,0,9000
12895,0,57,0,13,11.25,535,0,1,1,15,12,4,1,1,36000
683563,0,37,1,16,10.45,933,0,4,1,12,9,3,1,0,110000
582287,0,32,0,9,11.25,535,0,3,1,10,21,7,0,0,31000
507647,0,32,0,18,11.25,535,0,1,1,10,7,2,0,0,81000
227453,0,32,1,14,11.25,999,0,4,1,12,9,3,1,0,62000
704869,0,62,0,12,11.25,999,0,4,1,16,23,7,0,0,24000
696271,1,27,0,12,10.45,999,0,2,1,7,23,7,1,0,11000
649144,0,32,0,13,10.75,999,0,4,1,5,29,10,1,0,10000
590794,0,37,0,16,11.25,535,0,4,1,18,2,1,0,0,52000
405281,0,32,0,16,10.7,205,0,1,1,88,88,88,1,1,37000
477636,0,27,1,16,10.75,999,0,4,1,1,28,9,1,0,16000
281172,0,57,0,9,11.25,535,0,1,1,5,26,8,1,1,41000
74284,0,52,0,14,10.75,999,0,4,1,7,20,7,0,0,44000
710185,0,37,0,14,10.75,421,0,1,1,15,23,7,0,1,34000
407805,0,32,0,18,10.45,935,1,1,1,18,15,5,0,0,2000
209773,0,22,0,9,11.25,535,0,4,0,17,19,7,0,0,18000
619859,0,42,0,18,11.25,535,0,1,1,9,2,1,1,1,100000
446090,0,52,0,14,10.75,999,0,4,1,6,10,3,0,0,13000
141223,0,22,0,12,11.25,559,0,1,0,5,30,10,1,1,40000
92473,0,42,0,12,11.25,535,0,1,0,7,18,7,0,1,46000
267252,0,47,0,16,10.45,933,0,1,0,15,11,4,0,1,74000
751778,0,27,0,14,10.75,462,0,4,1,8,21,7,0,0,34000
814756,0,42,1,14,10.5,999,0,4,1,17,21,7,1,0,15000
804653,0,32,0,18,11.25,535,0,4,1,12,10,3,1,0,5000
830103,0,37,0,17,11.25,535,0,2,1,14,13,5,0,0,76000
725926,0,52,0,9,10.75,462,0,4,1,7,20,7,0,0,19000
394083,0,47,0,12,10.65,999,0,4,0,15,16,5,0,0,15000
774222,0,17,0,12,11.25,999,1,4,0,7,20,7,0,0,14000
390813,0,32,0,12,11.25,535,0,1,0,13,8,2,0,1,8000
509013,0,42,0,16,11.25,535,0,1,1,5,30,10,1,1,40000
769538,0,22,0,9,10.75,499,0,4,1,13,21,7,0,0,18000
347136,0,27,0,16,10.75,462,0,4,1,6,14,5,0,0,50000
3895,0,67,0,12,11.25,535,0,1,1,11,23,7,1,1,32000
242796,0,47,0,14,10.45,999,0,4,0,15,8,2,0,0,39000
382940,1,57,0,9,10.5,999,0,4,1,15,2,1,0,0,47000
475208,0,17,0,12,10.75,462,1,4,0,7,22,7,0,0,7000
875218,0,47,0,12,11.25,535,0,4,0,7,7,2,0,0,46000
278760,0,27,0,14,11.25,588,1,4,1,17,23,7,0,0,7000
802049,0,27,1,14,10.75,421,0,1,1,12,9,3,1,1,26000
846931,0,47,0,12,11.25,999,1,1,1,17,23,7,0,0,1000
364470,0,32,0,16,11.2,825,0,4,1,14,13,5,1,0,4000
723122,0,37,0,9,10.75,505,0,4,1,15,12,4,1,0,20000
755230,0,32,0,14,11.25,505,0,4,1,15,12,4,0,0,47000
349770,0,27,0,14,11.25,535,1,1,0,15,12,4,0,1,54000
123974,0,32,1,16,11.2,999,0,1,1,18,23,7,1,1,37000
247749,0,32,1,21,11.25,555,1,1,1,14,88,88,1,1,48000
493285,0,22,0,12,11.25,999,0,4,1,7,3,1,0,0,24000
